recency,freq,monetary
305,53,570.13
358,20,306.71999999999997
350,160,1374.8700000000001
357,252,4095.9
345,6,1692.27
371,114,8134.9400000000005
319,98,319.61
340,89,1592.1200000000001
371,163,3109.99
7,3,129.75
330,10,183.7
301,44,1770.34
369,30,1028.0
369,277,66653.56
312,62,324.24
326,585,3062.83
372,62,1260.86
298,13,422.59999999999997
301,12,225.57999999999998
117,3,1276.0
305,60,482.01
238,10,657.9000000000001
132,21,112.75
147,5,1998.0
365,308,5076.55
365,144,5398.3
373,270,14034.99
336,123,531.35
328,27,656.63
289,79,3029.87
354,402,2483.04
370,22,1651.03
364,447,3645.43
355,624,6923.13
155,93,1161.53
295,19,301.71999999999997
107,2,901.2
350,199,3858.38
4,45,623.75
359,201,1790.42
347,27,155.24
111,37,292.47
356,225,4730.81
282,43,589.15
71,151,781.02
347,185,1382.02
9,46,272.82
327,269,1054.67
335,660,7239.92
321,82,743.11
342,28,603.75
321,53,650.51
295,125,2300.56
320,1,417.59999999999997
76,1,3.75
197,13,323.0
327,1,464.9
344,191,2238.09
362,242,1304.76
287,357,7194.3
369,449,6697.66
336,42,836.06
356,69,1515.9
329,95,623.93
343,25,1764.72
1,9,207.5
315,34,223.92000000000002
1,2,2002.4
259,170,1496.83
159,13,239.4
55,7,106.83000000000001
308,22,369.34000000000003
366,42,789.79
277,13,316.62
354,89,1501.38
175,23,611.85
370,706,2799.25
79,1,34.0
100,34,1145.6
343,222,5580.6
326,54,478.09000000000003
113,40,380.39
316,145,770.1
340,255,2246.81
316,26,171.59
306,48,661.52
363,158,1695.66
313,76,388.28
293,50,226.35
299,16,245.94
371,333,10629.720000000001
273,60,425.19
1,17,311.25
363,190,2279.9
354,3,107.6
250,155,597.48
365,5,80.8
370,93,1545.6200000000001
344,320,1721.78
91,12,110.38000000000001
316,16,243.84
372,285,1222.71
8,66,414.88
284,18,305.62
362,164,1201.49
210,76,1619.73
308,24,332.3
350,60,536.99
200,98,460.59
270,103,801.49
231,67,1121.59
274,23,288.42
350,149,914.69
181,15,309.54
369,28,547.07
13,15,479.35
365,449,1692.98
359,324,6509.1
270,28,417.06
371,86,1604.75
363,189,3349.57
278,26,497.61
146,38,358.38
358,26,460.64
335,28,775.1800000000001
322,22,341.7
280,8,128.5
217,11,197.22
335,23,325.91
189,12,199.15
372,47,1106.53
146,24,413.46
245,10,180.85
334,11,251.87
342,165,3170.98
176,25,588.85
365,266,16594.35
337,116,1869.82
273,63,1264.19
331,378,10196.57
323,11,214.32
330,12,193.44
321,14,281.42
187,8,124.57
40,19,332.41
369,20,342.45
363,9,144.91000000000003
350,19,328.4
359,2,35.400000000000006
5,10,375.69000000000005
229,52,747.81
314,6,173.76
342,26,502.8
233,11,207.73999999999998
351,128,825.42
351,137,2812.34
296,7,680.02
369,279,7123.62
306,112,2095.53
361,159,853.72
289,3,13.3
343,178,1519.08
307,1,432.0
307,39,705.12
186,38,276.73
336,26,429.84000000000003
358,101,471.51
338,37,194.88
179,135,1578.67
372,203,809.7
372,99,525.54
7,45,145.93
309,69,219.14
74,37,289.78
347,162,508.81
366,125,1281.56
357,79,887.11
257,44,1706.88
344,60,373.24
369,710,3754.27
368,208,3102.43
292,93,579.77
344,151,981.65
301,18,379.14
369,547,1510.06
345,101,2575.38
83,8,113.44
337,38,208.46
364,57,621.6800000000001
350,143,576.26
97,9,391.52
324,128,1068.82
217,327,2596.45
312,60,169.79
361,672,7247.61
352,83,846.75
2,14,230.25
258,6,543.05
293,209,2847.6
370,77,1295.39
347,54,380.55
368,898,4604.22
320,53,161.94
372,44,563.23
319,62,950.9300000000001
348,57,262.68
365,241,2736.38
321,305,3049.88
361,281,1920.59
162,33,816.73
352,249,4345.5
138,21,406.48
235,19,435.02
370,60,1286.27
317,42,1178.56
239,86,1277.75
264,16,167.61
343,1,20.8
373,54,2085.08
189,25,518.67
356,16,308.74
134,16,416.64
286,7,117.35000000000001
335,101,507.05
257,14,234.17
186,7,110.55000000000001
147,26,201.19
365,28,2154.97
184,21,319.02
369,31,439.43
334,42,650.41
335,41,357.21
106,2,251.51999999999998
296,39,344.33
370,89,1852.0
118,87,1078.96
313,22,384.06
361,148,1931.25
285,407,4481.35
356,120,5464.12
344,3,1873.2
370,129,1625.05
368,7,126.12
366,12,1133.25
155,1,179.0
363,93,1614.31
343,37,1456.96
85,12,702.0
224,4,295.0
350,23,484.82
373,169,3989.57
288,49,1493.73
327,44,1412.94
369,44,781.78
323,52,889.9300000000001
355,11,195.36
343,15,270.9
365,74,586.33
345,217,1842.56
371,252,8694.26
333,16,920.1
362,234,1272.61
342,7,71.0
328,3,95.85
313,9,357.77
188,4,154.82999999999998
295,153,890.29
263,2,716.0
310,11,146.87
362,22,380.35
287,28,1030.14
357,30,745.52
128,28,433.53000000000003
286,75,1267.32
343,22,112.4
236,15,449.73
347,70,1081.57
371,98,1044.3799999999999
341,102,1735.18
348,6,948.48
260,22,339.44
216,22,642.02
288,65,1100.9
256,43,925.35
371,318,5659.9800000000005
277,316,3228.84
179,43,247.14000000000001
345,92,413.75
243,13,498.48
345,83,1356.33
292,62,1179.89
344,516,3095.04
107,5,234.24
300,99,5232.2300000000005
60,70,538.37
352,78,1461.14
315,62,859.35
361,296,4552.14
345,143,2709.7000000000003
259,64,312.14
345,140,2429.03
356,174,1446.09
356,77,834.12
337,25,841.0799999999999
337,28,378.2
295,2,118.80000000000001
351,8,287.62
348,64,290.16
340,81,2003.85
264,52,1405.78
338,162,2949.75
250,187,1566.65
366,96,2050.08
345,115,1991.01
369,63,2043.95
371,195,3827.76
323,125,1777.78
51,14,302.0
351,74,1324.16
358,48,1022.13
371,211,954.42
355,65,971.74
363,42,1621.73
112,1,25.5
214,90,665.78
340,418,10815.43
344,117,885.04
208,12,163.29999999999998
326,30,248.61
368,127,808.62
365,39,837.5
85,9,116.19999999999999
56,10,157.02
370,35,606.91
140,18,307.46
254,7,138.32
212,9,345.29999999999995
188,32,298.89
323,40,259.35
221,260,1004.75
39,14,157.09
368,134,2463.17
358,27,4892.240000000001
267,24,425.0
357,52,1139.73
98,24,380.5
358,478,10668.47
126,20,465.32
134,15,579.0
372,48,984.57
268,35,749.78
351,81,1714.59
322,9,124.88
179,14,1689.5
349,14,213.78
298,23,329.34
356,20,251.70000000000002
366,13,319.0
341,67,1266.97
352,101,1538.88
342,229,3518.03
345,104,1715.46
352,5,293.1
341,144,2467.35
89,10,158.68
335,12,206.34
316,54,835.78
84,16,224.91
295,15,317.76
368,86,3766.6
156,4,59.9
329,63,1443.69
172,15,306.13
195,80,711.79
317,128,796.03
316,23,239.92000000000002
366,73,3347.31
327,2,144.0
147,10,203.95
362,84,2474.23
267,61,384.40000000000003
315,19,444.74
345,237,2095.13
338,32,1699.3000000000002
100,29,262.62
344,29,1013.01
350,96,692.22
320,40,342.63
338,152,3563.85
198,57,1564.56
320,13,384.08
320,7,204.24
347,211,2317.2200000000003
120,4,226.85
333,157,2781.23
313,103,1069.1200000000001
139,9,113.5
369,274,1960.72
342,25,114.23
349,472,3198.25
366,63,335.13
308,28,354.15
63,49,426.79
65,21,393.49
355,47,939.32
358,208,1906.09
277,47,318.76
109,69,3638.41
361,541,3174.32
371,36,421.52
338,25,190.88
191,14,149.89000000000001
348,29,550.06
361,105,916.13
362,19,314.69
371,566,3744.65
61,15,382.5
265,40,1135.04
372,400,8676.85
320,31,954.9
169,9,171.45
358,55,282.19
253,69,318.65
370,57,384.52
11,39,283.28000000000003
257,87,353.86
355,18,178.26
369,112,272.44
333,78,298.41
266,16,240.0
225,124,603.37
321,12,1253.3600000000001
165,23,63.440000000000005
235,127,562.9
371,80,310.64
246,38,317.62
266,6,763.64
331,114,2148.63
338,27,111.97999999999999
146,69,1065.3500000000001
132,15,246.04
316,9,187.82999999999998
243,94,1703.41
313,292,1652.58
352,45,153.92
347,124,1064.11
364,142,1419.73
342,111,944.41
370,102,525.24
65,1,550.8000000000001
365,135,1875.1100000000001
345,69,556.95
356,51,131.78
272,30,498.42
362,57,669.11
352,66,197.63
359,79,1135.63
12,53,250.04
363,66,8631.31
278,12,82.75
295,55,1384.85
235,14,644.3
342,24,2328.84
349,131,2527.92
372,473,6292.26
327,9,2600.34
273,73,1200.6200000000001
365,107,700.86
358,200,921.07
356,50,990.23
93,6,96.8
359,33,523.11
351,6,363.9
250,1,175.2
288,28,494.25
71,11,307.02
222,543,2027.8700000000001
356,753,6643.93
279,9,243.36
344,407,12353.29
217,183,781.36
18,17,193.64
327,32,160.57
358,87,537.74
370,500,2676.56
287,1,228.96
359,215,1159.52
194,9,110.75
365,71,1286.07
337,27,587.15
244,8,1740.0
323,16,1393.06
62,19,178.22
349,45,388.14
70,59,365.85
362,15,127.86
356,132,585.79
324,29,488.2
134,35,312.23
373,411,4481.18
361,468,4801.56
135,34,168.4
350,111,1912.67
301,33,446.18
356,87,423.89
333,253,1342.68
333,57,646.92
155,28,495.77
174,69,400.1
303,24,203.2
350,418,4100.92
362,83,404.66
365,109,20275.61
308,2,65.4
369,51,199.29
354,15,336.4
359,47,261.11
366,28,2686.42
354,78,784.11
296,15,1259.56
373,213,31833.68
210,3,508.8
67,62,457.91
154,4,203.86999999999998
334,27,7330.8
351,92,696.41
259,38,653.38
247,213,2129.96
369,59,2633.85
337,33,281.62
369,198,31906.82
372,82,1031.41
40,113,2200.42
210,2,32.65
189,13,771.85
357,64,1214.72
361,41,778.94
371,66,1258.06
330,6,778.0
294,14,507.84
344,269,6893.42
331,30,463.46000000000004
362,206,4226.57
323,30,598.83
357,117,1979.37
327,26,698.41
354,43,759.17
365,271,5037.26
302,2,100.8
373,328,17256.85
245,39,524.9200000000001
341,14,265.76
60,43,403.3
355,48,365.76
285,54,303.15999999999997
371,134,2373.82
372,9,216.29999999999998
120,17,388.45000000000005
217,5,186.42000000000002
337,135,2248.56
154,1,534.24
226,135,2940.04
197,9,120.9
333,36,541.53
371,277,2520.86
365,337,194550.79
372,100,1721.4
356,19,486.71999999999997
181,61,517.53
170,8,131.7
8,17,249.86
247,19,1737.7
358,54,316.5
330,111,657.3
279,29,622.4300000000001
351,111,757.46
313,27,675.69
357,215,1896.41
215,9,289.96000000000004
363,41,763.28
363,5,137.0
357,88,1870.97
329,78,1125.07
182,181,710.29
294,14,194.37
296,29,511.82
370,82,1255.59
308,21,414.04
112,24,396.87
315,29,376.64
373,76,2092.32
372,109,3558.87
125,12,374.57
366,27,497.56
15,10,271.05
298,17,272.22
84,40,622.88
356,5,1138.0
153,18,288.6
364,28,689.1
371,38,558.96
167,127,2997.0299999999997
212,52,1145.84
298,14,302.2
112,88,605.58
93,22,387.31
316,366,6115.14
349,20,308.48
371,963,91062.38
345,105,2924.9900000000002
301,6,513.2
245,40,208.65
342,87,639.02
358,137,768.08
65,11,153.94
356,82,1844.02
320,30,546.81
344,45,723.2099999999999
372,73,1070.71
362,33,652.74
12,6,145.0
14,9,422.70000000000005
369,19,1195.8999999999999
320,47,939.37
372,253,3628.5
372,394,2385.0
183,14,296.7
320,9,223.36
93,13,164.4
196,3,76.5
344,75,897.62
348,9,98.42
349,25,578.9
104,25,170.75
330,145,645.96
140,5,103.3
350,6,148.86
176,42,267.16
14,43,306.84
313,49,930.41
244,2,1487.6
372,88,1952.45
354,106,483.26
168,6,157.9
359,34,541.46
279,27,854.95
354,46,167.62
359,63,1122.38
349,49,454.01
365,152,901.21
366,165,4331.48
41,29,344.14
323,299,1498.51
302,12,226.75000000000003
344,25,380.6
131,8,185.65
365,411,3622.68
155,5,143.45999999999998
369,50,448.90000000000003
121,45,215.72
373,440,11045.04
137,29,175.27
366,35,1242.3
264,214,1133.07
273,23,1240.2
313,253,2404.17
371,201,1479.22
300,166,2225.9700000000003
370,213,3927.34
288,50,993.18
361,83,388.79
350,270,2827.93
160,55,2044.3700000000001
356,13,161.67000000000002
134,9,116.00999999999999
371,560,5102.97
295,11,394.72
156,63,309.36
340,59,193.42
333,237,1112.22
366,576,3984.22
320,135,2048.45
351,312,4559.150000000001
316,100,390.07
243,14,329.6
200,3,571.1999999999999
368,78,971.58
61,77,218.52
314,4,81.44
352,26,1379.9
341,33,527.0500000000001
359,50,843.48
355,315,2047.0
292,5,75.75
368,123,1814.12
204,26,503.59999999999997
372,39,528.33
342,70,1324.84
337,297,2361.9700000000003
354,20,285.56
342,35,547.0600000000001
97,7,108.5
287,5,621.66
254,40,712.29
0,8,101.55
372,157,2895.64
154,51,1008.39
308,7,133.06
313,91,1797.5
235,52,868.49
352,8,166.08
362,232,3945.0
348,259,4867.72
337,44,1207.56
96,22,117.55
363,91,2638.94
300,82,1674.69
348,19,595.42
356,158,2999.46
232,45,196.0
348,86,1802.91
355,43,604.64
370,18,728.16
307,117,2055.51
372,15,347.75
331,68,3406.7200000000003
146,11,205.7
358,53,1572.71
323,110,3178.17
372,227,1629.12
299,27,551.04
372,705,20374.28
369,78,1387.68
372,304,16363.23
110,16,298.11
321,30,1992.1100000000001
350,11,184.4
363,118,2474.33
330,15,239.41
357,130,3191.53
366,286,5739.46
343,256,4757.95
15,19,290.40000000000003
246,46,740.9399999999999
236,16,200.47
232,15,283.12
242,35,765.34
335,115,2285.71
137,19,338.95
113,8,154.95
357,142,2534.64
121,24,417.95
343,74,1824.37
338,55,798.74
205,31,885.19
370,103,1823.52
369,382,10504.49
188,5,152.4
186,35,267.08
204,7,137.45
363,23,385.1
329,29,522.91
53,10,153.0
173,1,326.4
351,245,5655.99
141,6,139.35
336,274,5396.04
347,50,1195.94
277,115,2424.04
246,10,3276.4000000000005
302,40,1033.0
357,192,3439.08
358,66,1060.25
370,165,2876.01
370,218,5298.4800000000005
294,67,1240.11
1,18,303.97
335,35,692.19
320,43,700.63
371,690,13110.02
364,25,377.44
364,10,168.24
354,97,1879.05
362,47,2791.35
260,15,355.11
370,136,2322.4
133,6,110.25
261,1,71.4
195,35,674.52
368,193,1797.57
14,1,80.64
373,92,1772.26
372,741,5605.29
354,412,3456.7000000000003
356,95,834.99
352,25,287.59
341,19,712.78
110,1,15.0
323,75,818.8199999999999
215,57,371.88
358,21,271.2
365,105,2273.1800000000003
361,310,3997.98
175,38,1143.27
317,54,245.81
363,53,182.77
277,156,1225.41
119,3,56.4
349,194,665.86
352,82,658.57
214,12,188.02
301,67,283.47
320,13,131.94
288,72,278.74
221,134,1865.19
300,5,1117.9
92,14,225.9
347,190,1965.55
344,10,106.1
348,58,323.04
194,46,350.39
333,82,697.9
351,111,780.43
351,408,3055.93
336,104,1199.01
291,140,1285.04
300,10,512.31
362,43,546.04
357,61,5411.91
369,851,7837.7300000000005
361,141,732.16
359,371,1770.8799999999999
337,17,36.56
369,33,387.68
302,48,3704.87
322,13,298.4
368,220,1995.46
351,67,1820.09
75,30,889.24
372,23,398.7
340,2,35.400000000000006
324,61,155.37
371,61,350.64
326,24,110.21000000000001
331,169,1593.38
347,121,2779.3
331,56,338.8
372,7847,40991.57
70,37,205.48
267,5,51.559999999999995
288,1,2033.1
292,51,901.1999999999999
155,26,605.8000000000001
1,297,5391.21
362,24,114.34
188,15,311.26
1,17,208.97
372,15,1418.03
369,54,26879.04
368,199,5155.66
69,25,148.21
5,58,252.8
370,222,2100.8
50,11,330.9
314,148,3160.0
361,102,597.5
343,370,10526.32
231,9,329.65
343,79,1197.1000000000001
266,40,428.18
371,279,1894.35
169,10,155.9
293,44,1859.16
188,46,683.46
203,12,237.61
330,26,379.45
200,6,178.51999999999998
9,26,458.92
69,8,133.35000000000002
370,145,671.77
370,117,717.45
361,64,190.19
342,109,899.61
244,10,111.35
352,67,726.05
161,21,203.87
51,94,602.09
211,34,203.85999999999999
317,28,244.1
148,16,112.25
302,193,1119.81
329,16,98.0
350,2,256.32
201,114,566.6
288,28,152.06
214,32,155.8
183,6,112.19999999999999
344,19,110.38
352,38,191.67
302,34,800.24
126,12,72.9
0,58,243.28
364,39,366.23
63,38,311.01
315,59,411.6
370,80,336.43
328,94,341.28
285,23,1304.04
369,696,4204.1
309,145,826.52
91,1,207.50000000000003
362,31,2962.5
1,1,244.08
240,21,397.29
328,23,212.54
362,5,843.0
338,39,1740.48
239,65,408.36
344,90,1331.57
322,21,704.25
235,29,145.79
368,77,389.84
365,43,4301.22
214,12,99.14
324,19,4106.4400000000005
243,2,304.56
366,2,77.50000000000001
140,20,149.57999999999998
336,9,176.68
226,1,358.56000000000006
372,70,58510.48
301,71,482.2
334,20,1008.5400000000001
368,485,2332.72
175,19,557.3
124,1,12.75
307,31,111.68
257,7,508.4599999999999
202,26,73.78
352,249,1296.44
231,35,102.83
342,104,471.7
336,329,2622.57
336,68,1098.43
2,48,123.07
0,85,277.35
207,14,228.2
162,31,582.59
132,31,136.04
322,15,337.04
349,179,740.79
358,296,4488.81
1,65,353.19
344,21,288.14
8,12,300.91999999999996
338,146,757.71
208,30,811.45
228,48,152.68
351,23,634.95
317,1,20.8
188,13,198.57
362,38,201.12
137,29,630.84
148,5,93.35
252,81,678.49
92,2,76.1
299,166,1970.6699999999998
336,93,382.06
361,58,417.23
11,40,169.47
370,60,249.72
350,22,444.68
303,30,2116.19
138,32,257.34
117,14,174.8
0,28,102.78999999999999
218,31,187.29
345,32,166.42
369,46,120.03
341,123,1483.56
292,3,523.0
265,29,122.14
322,5,38.45
338,191,668.11
221,21,389.78
275,21,115.31
369,9,230.64999999999998
39,5,73.5
308,34,97.97
352,112,422.88
338,53,730.4
341,96,405.62
219,19,70.02
354,19,357.20000000000005
362,472,4183.39
320,7,165.04999999999998
349,121,559.51
369,127,2088.6
328,47,189.4
170,7,172.29000000000002
14,5,74.4
303,20,300.02
366,360,6784.1900000000005
85,19,363.65
364,3,170.16
350,19,306.46
352,46,2119.41
200,27,720.52
240,7,814.0
368,137,2392.83
298,10,318.0
333,37,396.33
84,1,101.69999999999999
347,470,2036.67
116,25,453.0
188,18,247.44
259,73,3877.5200000000004
0,13,489.6
350,142,2611.75
365,227,2633.0099999999998
156,29,336.13
328,127,3651.97
355,2,1231.5
337,17,343.45
348,73,703.37
357,1,90.47999999999999
43,29,689.95
99,7,101.34
275,2,4055.7199999999993
312,39,167.67000000000002
371,89,9068.26
280,36,2106.52
292,70,3017.3
61,21,580.0500000000001
362,213,911.15
366,108,2697.8
246,19,168.31
362,41,223.65
373,431,259657.3
336,38,754.64
336,18,113.48000000000002
44,39,430.7
119,17,271.0
372,444,8052.97
354,46,236.3
361,26,352.69
5,1,76.32000000000001
83,28,220.1
306,378,1418.03
348,74,320.72
363,1279,5653.82
6,30,181.12
159,17,111.15
224,32,673.1
365,364,1826.21
349,36,589.4399999999999
344,196,1142.99
313,56,206.82999999999998
354,47,348.73
130,14,112.55000000000001
358,70,1059.39
161,1,931.4999999999999
344,20,681.9100000000001
310,38,784.33
78,8,152.65
356,159,8438.34
216,15,1019.52
257,61,1000.16
366,43,2888.75
361,221,2861.55
233,10,160.35000000000002
328,7,179.33999999999997
323,16,612.0799999999999
341,37,566.58
239,38,653.35
370,21,399.19
298,25,371.62
361,140,734.94
364,34,453.4
72,23,530.15
316,39,638.0600000000001
358,80,1618.69
336,24,399.65000000000003
196,10,302.46000000000004
350,37,1384.8600000000001
197,131,1169.94
313,9,202.65
340,38,980.31
315,54,1231.31
359,189,7561.68
287,31,2106.84
366,1,104.0
15,30,476.35
342,74,1341.42
245,97,1590.81
364,90,1793.17
369,119,1843.75
349,44,382.8
146,37,632.07
358,1,49.8
124,17,304.25
358,71,2001.04
296,68,1090.24
181,15,284.46000000000004
112,7,207.79999999999998
302,45,957.97
208,16,243.76
291,7,973.8399999999999
278,141,689.13
369,159,5425.56
267,32,163.8
174,68,1396.99
216,19,160.42000000000002
302,200,1993.7
337,32,517.36
345,8,139.10000000000002
372,134,2621.38
348,42,600.07
47,43,248.42
137,15,232.48000000000002
284,13,299.34000000000003
342,26,481.75
344,31,621.75
162,21,662.08
371,114,2069.77
147,2,305.28000000000003
351,64,1041.61
281,19,443.0
369,272,6484.54
110,10,158.95000000000002
370,271,5509.12
329,242,5228.05
156,5,93.75
317,30,779.9
362,164,7276.900000000001
364,86,2810.2000000000003
181,124,2083.27
292,37,592.97
48,1,440.0
302,104,1796.48
344,49,882.24
371,61,987.1
155,88,1561.6100000000001
327,6,422.58
364,104,2073.09
301,78,2232.4900000000002
366,175,2567.06
350,4,596.1
251,47,804.02
356,8,95.34
63,21,349.27
286,16,4314.72
323,98,526.67
284,6,103.3
334,118,2337.63
349,42,2338.6000000000004
201,134,2643.2000000000003
330,21,324.24
233,13,149.48
348,61,1213.1599999999999
301,46,801.51
239,1,25.5
7,7,168.6
335,11,283.15
371,166,3078.58
371,3,204.0
343,11,175.92
330,14,335.86
315,8,110.38
300,9,173.9
96,10,180.60000000000002
193,7,80.82
366,12,178.05
370,756,2094.88
331,70,1837.28
